Curs,TipusPregunta,TipusIncidencia,Comentari,IdiomaSpacy,IdiomaPyCld2,Idioma
2019-20,P,,"Fa perdre les ganes i l'interés per l'assignatura. No té gens d'empatia i fa sentir incòmode a tothom. És desorganitzat donant explicacions i espera que inmediatament, l'alumnat entengui tot el que acaba d'explicar ja que tot seguit es posa a fer preguntes i més preguntes, aturant el ritme de la classe. No se si es dona compte però el nombre de persones va decaient a mesura que avança l'assignatura perqùe la gent prefereix treure un zero d'assistència que haver de sentir-se com una merda per què li costa seguir el ritme i l'únic que rep són notes negatives. El professor haurai d'ajudar a l'alumne a aprendre.",ca,ca,ca
2019-20,P,,"Costa de seguir les explicacions pel tipus de vocabulari que fa servir així com de les explicacions. És bon professor, té vocació d'ensenyar però fa difícil el temari que no ho és tant, i molt difícil el que ja ho és una mica.",ca,ca,ca
2019-20,A,,"En la part de hidraulica ens han bombardejat a deures. Considero que en una situació tant excepcional com aquesta s'ha de pensar una mica mes amb l'alumne i menys en en ""avançar temari"". Estar tancat a casa no vol dir mes temps per fer deures,treballs,examens.... Els alumnes tambe estem patint aquesta situació i no pot ser que portem 50 dies treballant 7-8h diaries......",ca,ca,ca
2019-20,P,,Els pocs coneixements en l'ambit online fa que sigui dificil seguir les classes ,ca,ca,ca
2019-20,P,,"Un examen de electrotecnia molt dur, no va preguntar res del que vam donar a classe. Al final va fer que mes gent aproves la part de l'assignatura però no ho trobo just ja que al estudiar del que hi ha penjat del campus no pot ser que et fiqui a l'examen coses diferents",ca,ca,ca
2019-20,P,,Es nota que es preocupa pels alumnes i es prepara molt be les classes. La part practica de l'examen de motors i oleohidraulica una mica massa dificil comparat amb el que hem fet a classe/video conferencies,ca,en,ca
2019-20,A,,"De moment no estic massa satisfet amb l'assignatura. Es fa molt pesada i costa d'entendre. A més a més, el sistema d'avaluació aquest cop no el trobo adequat.",ca,ca,ca
2019-20,P,,"No crec que sigui un bon professor, tracta als alumnes com si fossin experts en hidràulica i fa preguntes per collar-nos. No penso que sigui un mètode adequat per aprendre i, sincerament, no m'extranya que es connectin pocs alumnes a la seva classe. ",ca,ca,ca
2019-20,P,,"Al ser el seu primer any com a professor, penso que li falta experiencia. Pot arribar a ser un bon professor, n'estic segur, però aquest curs no ha estat a l'altura. El seu sistema d'avaluació ha estat desproporcionat, al exigir un nivell que per a res havíem pogut assolir.  ",ca,ca,ca
2019-20,P,,"Dels tres professors que hem tingut en l'assignatura trobo que ha estat el millor. Si bé les classes es fan una mica pesades, trobo que ens ha explicat tot d'una forma senzilla i s'ha assegurat de que entenem tots els conceptes. Tot i això, comentar que la part pràctica de l'examen l'he trobat molt desproporcionada, massa exigent. ",ca,ca,ca
2019-20,A,,No tenen res a veure entre elles les diferents assignatures que es fan en una sola. No hi ha temps d'aprofundir en el temari per el pos temps que es disposa en cada una d'elles.,ca,ca,ca
2019-20,P,,"Segueix així, tot molt bé. ",ca,ca,ca
2019-20,P,,"Ha sabut adaptar-se molt be a la situació extraordinaria, creant material nou molt útil i educatiu. Els exàmens s'adecuaven perfectament al contingut I el temps més que suficient. Cap inconvenient, excelent feina.",ca,ca,ca
2019-20,A,,"Se'ns dubte, de les millors assignatures i professor que més bé s'ha adaptat a les circumstancies.",ca,ca,ca
2019-20,P,,"Dels millors professors que he tingut a la carrera, utilitza uns mètodes d'aprenentatge molt bons acompanyats d'unes explicacions molt bones i precises. Felicitacions per adaptar-se tant bé a aquestes circumstancies. ",ca,ca,ca
2019-20,A,,"L'assignatura és força densa, i l'examen al ferlo on-line amb tant poc temps, fa que no puguis mostrar realment l'aprenentatge de l'assignatura i l'estudi ja que estàs més pendent del temps que de contestar bé les preguntes. ",ca,ca,ca
2019-20,P,,"La professora no acaba de evaluar com el alumnat interpreta la dificultat de certs problemes i tests, però en general conèix dels temes que tracta en olis i cereals. No obstant a part de això, cal fer una seria revisió del sistema de debats plantejat en aquesta assignatura:
· Plantejar debats en temes polèmics científicament d'actualitat es correcte (oli de palma, CRISPR/cas9, biodiversitat, etc).
· Plantejar debats en temes científicament no-polèmics avui día, i de forma totalment oberta, no té gaire sentit lògic (seguretat de transgènics i altres OGMs).
Menys si no s'esclareix en forma de resultat explícit que no tota postura es igual vàlida respecte als fets mateixos, i que hi han certs consensos als que s'ha arribat en els temes tractats. I que no podem oblidar amb la excusa de la llibertat absoluta de pensament (dret de lliure pensament, però també deure de conéixer la realitat que es sap actualment en la polèmica).
*Sería equivalent a plantejar debats en Biología sobre si el creacionisme o la teoría sintètica evolutiva son la millor teoría sobre els éssers vius disponbile: el debat tindría sentit al segle XIX però no al any 2020.* Per molta polèmica civil que causin certs temes, si científicament hi ha consens en proves i arguments -ara mateix, demà ja veurem, com a tot-, cal ensenyar imparcialment aquest coneixement i no debatre els fets, que son els que son avui (o bé debatrels però indicar la conclusió científica ja establerta actualment en el tema a debatre). 
Ademés, com s'ha sugerit a dintre de la assignatura mateixa, en comptes de randomitzar tots els grups de debat, es millor donar a escollir a cadascú amb llibertat la postura que vol defensar en un debat, fixar a uns pocs moderadors aleatoriament (no a mitja classe moderadora), i els que no siguin moderadors ni vulguin preguntar ni estàn compromesos en cap opció, ja sí aleatoriament anar ubicant-los en les diferents postures arribant a certs equilibris en el nº de alumnes. I en el cas de que l'ell.lecció lliure generi grans desequilibris que no es puguin compensar més, ja sí, tallar aleatoriament per un nombre de alumnes, i distribuir-los fins la equitat.
Si es vol seguir fent debats cal canviar la manera de encarar-ho.",ca,ca,ca
2019-20,P,,Les classes haurien de ser més interactives i no tant llegir les presentacions. ,ca,ca,ca
2019-20,A,,L'assignatura s'ha adaptat molt bé a aquesta situació excepcional i el professorat ha tingut en compte la opinió dels alumnes a l'hora de replantejar l'assignatura. ,ca,ca,ca
2019-20,P,,"El test que vam realiztar no reflectia en cap moment el ""coneixement"" que ens havia impartit amb la pràctica",ca,ca,ca
2019-20,P,,En Marc s'ha preocupat per saber com anavem amb l'assignatura i ha tingut sempre en compte la nostra opinió,ca,ca,ca
2019-20,A,,"Tenint en compte la situació actual, el professorat ha sapigut adaptar-se i donar facilitats a l'alumnat.",ca,ca,ca
2019-20,P,,"És molt bon professor, explica la materia amb molta calma i s'entèn molt bé tot el que intenta explicar. A més, a causa de la situació actual, en tot moment s'ha ficat a disposició del alumnat i ens ha ajudat moltissim per a intentar evaluar la assignatura de la millor manera possible.",ca,ca,ca
2019-20,A,,La organització per part del professor Javier Álvarez podria millorar. Ens ha fet fer unes exposicions per videoconferència sense tenir en compte que alguns alumnes tenen problemes amb la conexió o bé no tenen micròfon. ,ca,ca,ca
2019-20,P,,"Vaja ho he comentat en el punt anterior, penso que les presentacions dels treballs s'haurien de fer d'una altre manera. Tampoc hauria d'avaluar l'assistència ja que alguns alumnes tenen problemes de conexió.",ca,ca,ca
2019-20,P,,"És accessible pels dubtes, ara, si no li interessa no et respondrà. Ha aplicat mètodes d'avaluació que no són lògics a les pràctiques quan cadascuna val un 10%. Les classes com sempre, amb poc fil conductor i poc preparades, a moltes ens hem desperar a que es pensi què ha de dir d'aquella diapositiva. ",ca,ca,ca
2019-20,P,,"Molt entregat amb els alumnes, professors així s'agraeixen. Ens ha ajudat des del principi a decidir com voliem continuar amb l'assignatura des de casa i ens ha gravat pràctiques, dubtes, sessions de classe... 
Ens penja fòrums per fer dubtes, mètodes d'avaluació correcte...
Cap queixa",ca,ca,ca
2019-20,A,,"Estaría bé que en comptes de repetir temari a tercer amb cadena alimentaria, a cinque amb POA  y a sisé amb higiene s'eliminés alguna de les tres assignatures o el temari s'ajustés millor.",ca,ca,ca
2019-20,A,,"El temari i contingut m'ha semblat interessant i ben estructurat, però proposaria aquesta assignatura com a optativa degut a que tracta sobre temes molt concrets i relacionats amb l'alimentació que des del meu punt de vista no considero que sigui imprescindible el seu coneixement en aquest doble grau. A més, a l'assignatura de Tecnologia dels Aliments es tornen a repassar aquests conceptes encara que sigui de forma més general. ",ca,ca,ca
2019-20,A,,S’ha sapigut reconduir l’impartició de l’assignatura de forma correcta atesa la situació. ,ca,ca,ca
2019-20,P,,Molts cops no concorda el que s’imparteix amb el que després es demana a les avaluacions. ,ca,ca,ca
2019-20,P,,Valoro positivament tal com ha sapigut impartir l’assignatura tot i la situació amb la que ens trobem i els recursos que ens ha facilitat per a tal,ca,ca,ca
2019-20,A,,"La situació actual és excepcional però estic en desacord amb el sistema d'avaluació que s'està duent a terme, que només busca poder posar-nos una nota i no té en compte si aprenem o no.  Els exàmens pels quals ens estan avaluant no són justos ni representatius del coneixement assolit. Considero que he treballat molt les activitats i al final no he obtingut bones notes. En canvi altres persones que no les han treballat tenen quasi un 10. No és just que les preguntes siguin aleatòries, ja que no tenim tots les mateixes condicions. ",ca,ca,ca
2019-20,P,,"No té sentit que el test que ens va fer de la seva part fos de només 5 preguntes i que valgués un 10% de la nota final. Fallar una pregunta implicava perdre 0,3 punts de la nota final. Quan era una activitat que quasi no havies de fer res, no es pot comparar amb altres activitats que havies de demostrar molt més. És injust que el seu treball valgui un 10% també quan la dedicació és molt més gran que fer el test que va proposar. A més no és normal que d'un test amb tant poques preguntes encara n'hagués d'eliminar 2 perquè estan mal formulades. ",ca,ca,ca
2019-20,P,,"S'agraeix la seva implicació i paciència i que escolti l'alumnat i posi facilitats per dur a terme l'assignatura, sobretot en un moment com l'actual. ",ca,ca,ca
2019-20,A,,"- Mala coordinació entre el professorat. 
- Normativa poc clara i contradictòria sobre la presentació de treballs",ca,ca,ca
2019-20,P,,"No sap explicar ni transmetre el coneixement. No aplica una normativa clara per l'el·laboració de treballs, es contradiu continuament sobre la mateixa. 
- Durant la dura situació del confinament que no els pots anar a veure al despatx, han ignorat correus que se'ls hi han enviat demanant aclaracions importants sobre l'assignatura o els treballs a realitzar, fet que considero una manca de professionalitat per part seva i fins hi tot ho trobo de mala educació, donat que contestar un correu no suposa un gran esforç i forma part de les seves funcions.",ca,ca,ca
2019-20,P,,"- Durant la dura situació del confinament que no els pots anar a veure al despatx, han ignorat correus que se'ls hi han enviat demanant aclaracions importants sobre l'assignatura o els treballs a realitzar, fet que considero una manca de professionalitat per part seva i fins hi tot ho trobo de mala educació, donat que contestar un correu no suposa un gran esforç i forma part de les seves funcions.",ca,ca,ca
2019-20,P,,"No estic d'acord amb els seus mètodes d'ensenyament i menys amb el mètode d'avaluació, ja que a l'examen personalment vaig tenir 5 problemes mentres companys meus van tenir només 2 (això sí, tots teníem el mateix temps). A més, a l'hora d'explicar els problemes semblava que no s'aclaria amb tot el que volia explicar.",ca,ca,ca
2019-20,P,,"Un punt molt important a remarcar és la incapacitat per expressar el que volia a l'hora de fer-nos els exàmens virtuals. En una ocasió va realitzar una pregunta on la paraula ""diferències"" com a tal es refereix a diferències significatives segons ell. Diferències entre valors, per tant, va dir que no formava part de l'assignatura. Al següent examen preguntava per diferències referint-se al valor. Això ha perjudicat la meva nota i estic decepcionat.",ca,ca,ca
2019-20,A,,"Les sessions pràctiques d'aquesta assignatura es centren excessivament en l'anàlisi estadístic de paràmetres trivials probablement poc rellevants des del punt de vista pràctic del veterinari. Cal afegir que les proves d'avaluació dutes a terme fins el moment són reiteratives i enrevessades, molt basades en el joc de la confusió a l'hora de llegir els enunciats i fent preguntes sobre aspectes que no apareixen a cap dels documents que el professor presenta com a ""suficients"" per poder superar la prova. Aquests factors, sumats als límits de temps imposats, que impedeixen repassar les respostes escollides, provoca uns resultats amb un grau de correlació amb el temps d'estudi invertits molt dolents.",ca,ca,ca
2019-20,P,Comentari problemàtic,"En base a l'experiencia d'alguns/es companys/es, aquest professor ignora o es nega rotundament a respondre qualsevol missatge o correu electrònic on se sol·licita algun tipus de revisió o dubte sobre les proves d'avaluació. Tothom té dret a comentar les seves avaluacions amb el professor i coordinador de l'assignatura o, com a mínim, rebre una resposta (encara que sigui negativa) a un correu que expressi respectuosament la voluntat de tractar algun tema.",ca,ca,ca
2019-20,A,,"El Marc Tor, ha adaptat molt bé l'assignatura a la nova situació de pandèmia. És d'agrair.",ca,ca,ca
2019-20,P,,Irina es de les millors mestres que he tingut mai. Es preocupa de que aprenguem i ens ajuda a fer-ho. ,ca,ca,ca
2019-20,P,,"La Irina és una molt bona professora. En sap molt i explica molt bé. M'agrada la seva manera d'explicar i de donar classes, evaluar, etc. 
En general en sap molt i ho fa molt bé. ",ca,ca,ca
2019-20,A,,Es nota que vol que aprenguem i s'agraeix l'esforç,ca,ca,ca
2019-20,A,,Uns valors d'aprenentatge molt bons i eficaços. Aquesta assignatura demostra que el millor metode d'aprenentatge no són els examens.,ca,ca,ca
2019-20,P,,Professora exigent però que ajuda als alumnes a aprendre que és el que realment importa en les assignatures. S'ha adaptat a qualsevol canvi per a facilitar-nos més la feina i a més ens ha facilitat qualsevol eina per consultar dubtes i per posar-nos en contacte amb ella. ,ca,ca,ca
2019-20,A,,"Es una assignatura molt complicada, i la Irina l'aconsegueix fer fàcil i comprensible. Igual es poc temps i molta feina, pero cada minut invertit és un minut guanyat.
Una assignatura que es un no parar, pero que crida l'atenció, ja que sempre aprens coses i se't fa veure que això al final et servirà per ser veterinaria. 
És una assignatura on em sento que m'estan formant com a professional, que no hi ha una separació paternalista, no es millor que els alumnes. ",ca,ca,ca
2019-20,A,,Estudiar de posters i vídeos d'altres companys dels quals no sabem exactament si tot està bé treu bastant temps,ca,ca,ca
2019-20,P,,"S'esforça molt perquè entenguem i aprenguem, classes molt amenes. Trobo molt bé que hi hagin tantes avaluacions per no dependre tant dels exàmens",ca,ca,ca
2019-20,P,,Ha sigut de les poques professores que ens ha entés i ens ha ajudat amb aquesta situació.,ca,ca,ca
2019-20,A,,"A vegades sembla que tenim molts de treballs, però realment ajuden molt a l'aprenentatge i estan ben distribuits al calendari acadèmic.",ca,ca,ca
2019-20,P,,"Res a dir, tot perfecte. ",ca,en,ca
2019-20,A,,"Considero que les classes estan ben repartides igual que la informació, però seria molt útil si es pengéssin els documents dels quals farem la classe abans de fer-la.",ca,ca,ca
2019-20,A,,Hi ha molts apartats per avaluar així que tot i que s’ha d’anar treballant contínuament és positiu.,ca,ca,ca
2019-20,P,,"És sense cap dubte la millor professora del món. Li encanta el que ens explica i això fa tenir-nos més atents i més interessats només per la forma i l’emoció que li posa. Està disponible per consultes en qualsevol moment i no només es preocupa per nosaltres com a estudiants sinó també com a persones. S’ha adaptat genial a la nova metodologia que s’ha hagut d’adaptar a causa del coronavirus i ens explica les coses mil cops si cal. Estic molt agraïda d’haver-la tingut com a professora i em sabrà greu no tenir-la cada any, és una meravella.",ca,ca,ca
2019-20,A,,"L'examen del 22 de maig, penso que no calia fer-lo.",ca,ca,ca
2019-20,P,,"Molt satisfeta amb les classes online, tanmateix ens ha escoltat en tot moment i ha sigut molt fàcil la comunicació amb ella.",ca,ca,ca
2019-20,A,,Els mètodes per aprendre el temari fan que l'assignatura sigui amena i puguis aprendre molt,ca,ca,ca
2019-20,P,,És una professora 10.,ca,hu,ca
2019-20,A,,"L'única pega que li poso a aquesta assignatura és la quantitat de treballs que ens han manat (ja no només en època de quarentena sinó abans), crec que hem fet més crèdits dels que procedeixen.",ca,ca,ca
2019-20,P,Comentari problemàtic,En un parell d'ocasions vam sortir a les 20.00 de classe quan havíem de sortir a les 19.00. No estic d'acord amb què ens hagin de treure temps de la nostra vida fent coses que realment podria haver donat temps de fer dins l'horari establert.,ca,ca,ca
2019-20,A,,"Conscient de que la situació d'estat d'alarma ha provocat que aquesta assignatura no es pugui dur a terme com s'havia planejat inicialment, cal dir que no s'ha donat una adaptació completa dels continguts als nous formats digitals. Considerant que aquesta assignatura plantejava 4 hores de classe (2 de teoria i 2 de pràctica) setmanals, el traspàs a 2 hores de teoria setmanals per videoconferència sembla quedar-se curt...",ca,ca,ca
2019-20,P,,"La professora Carmen no ha pogut adaptar-se a les condicions de docència telemàtica.
També hauria de complir els horaris establerts amb més rigor (sense sobrepassar-se).",ca,ca,ca
2019-20,A,,"El temari és molt interessant però les professores sestan passant de volum de feina, si estiguessim presencialment això no passaria",ca,ca,ca
2019-20,P,,"No ens ha explicat el temari i és molt dens, a més va fer entregar preguntes que no son tornat corregides i segurament entraran a examen. ",ca,ca,ca
2019-20,A,,"Agraïr als professors les ganes i l'esfoç extra per realitzar les classes virtuals amb la mateixa qualitat que presencialment. De tal manera que l'assignatura quasi no s'ha vist afectada pel confinament. Per la resta, les pràctiques han estat interessants per veure el funcionament dels sistemes de precisió.",ca,ca,ca
2019-20,P,,Agrair el seu entusiasme pel temari.,ca,ca,ca
2019-20,P,,Agraïr el seu esfoç per l'assignatura tot i la dificultat de no poder fer les pràctiques presencials,ca,ca,ca
2019-20,P,,Agraïr l'entusiasme i les ganes d'ensenyar que transmet durant les classes i l'esforç de fer les classes online.,ca,ca,ca
2019-20,P,,"S'ha cursat un examen dels seus, però personalment vaig tenir problemes amb la xarxa d'internet i no ha doant cap solució, sé que molts més companys van tindre els mateixos problemes, però no hem rebut sol·lució. 
Em sorpren aquesta actitud freda ja que vaig ser una de les alumnes que quan ell va tindre els problemes amb la xarxa d'internet el dia avans de l'examen, fent la prova de examen per saber si tot funcionarie correctament,  el vaig entendre i no vaig estar d'acord amb els comentaris que van tindre altres alumnes cap a ell.

Crec que haurie de donar sol·lució als problemes , a més a més de fer exercicis evaluable sper tal de que l'assignatura no quedi suspesa per culpa de les MALES XARXES D'INTERNET, I NO PERQUE L'ALUMNE NO HAGI ESTUDIAT. 
",ca,ca,ca
2019-20,P,No ha impartit classe a aquest grup,No ens ha donat clases de moment.,ca,en,ca
2019-20,A,,"Pel que fa l'avaluació, crec que no ha estat adequada i es podrien haver buscat altres alternatives per evitar que es copii que no fos deixar MOLT POC i insuficient temps per respondre i rebuscar les preguntes exageradament. En altres assignatures hem fet examens amb molt més temps per respondre i tot i això no s'ha arribat a copiar o almenys no en general (sempre hi ha alguns casos en les classes), potser la manera d'asssegurar-se que es facin els examens amb igualtat de condicions entre alumnes seria buscar un altre tipus de preguntes que no fossin tant teòriques  i més de relcionar conceptes i demostrar el coneixement sobre l'assignatura. Afegir que potser amb el que queda de curs s'hauria de plantejar de treure pes a les activitats avaluatives que s'ha vist que no funcionen i no son justes per a tothom (com la gent que no disposa de recursos per fer l'examen online en condicions o bé no tenen una bona connexó a la xarxa) i afegir activitats alternatives que serveixin d'aprenentatge. 
Per últim fer referència a les activitats manades o bé proposades:
-Herbari: en un inici una de les activitats de pes de l'assignatura era la realització d'un herbari, actualment no s'en sap res, ni si amb les noves mesures que permeten sortir e serà obligatòri seguir amb aquest o bé contarà com activitat opcional, en cas que sigui una activitat opcional encara no s'ha informat de com pot puntuar ( i seria interessant per saber si val la pena seguir-hi invertint hores o bé no contarà i així es poden aprofitar les hores que no es dediquen a l'herbari a altres coses) o si simplement puntua.
-Activitats proposades, s'ha manat una activitat amb el missatge de ""per a que us entretingueu"" i en cap moment s'ha informat de com aquesta tindria pes en la nota de l'assignatura.",ca,ca,ca
2019-20,P,,"Hem tingut problemes aamb el primer examen que s'ha fet online, aquest s'ha fet amb unes condicions bastant desfavorables per tots els alumnes motivades per la desconfiança cap als alumnes per que es copiés. S'ha ficat a tot l'alumnat en un mateix sac endurint les condicions de l'examen i així doncs perjudicant a tothom, quan el que potser s'hauria de fer es buscar altres mètodes per evitar que es copi o bé que les activitats o proves que es puguin considerar amb risc de copia tinguin menys valor. Finalment crec que la manera en com es va dur a terme el primer examen no es justa per l'alumnat i que al final qui s'en veu més perjudicat és aquell alumnat que estudia i intenta fer les coses d'una manera correcta.",ca,ca,ca
2019-20,A,,"Càrrega de feina evasiva, treballs no corregits, exàmens impossibles a causa d'una limitació de tems molt elevada, cap facilitat per la situació excepcional sembla que vulguin que l'any que ve la tornem a fer tots, se'ns demana fer un herbari en ple estat d'alarma i entrega'l presencialment, i si no el fem com a alternativa s'ha proposat un treball impossible de realitzar tenint en compte que se'ns deixa menys d'un mes per realitza'l i al mateix temps estem fent, parcials pràctiques i exàmens extres una mitjana de dos per setmana, a part del treball ha a posat un examen el dilluns abans de finals i per finals dos més, és a dir en 1 més hem de preparar 3 exàmens només de botànica, no veig on s'ha intentat facilitar la feina.",ca,ca,ca
2019-20,P,,"Els nomenats en l'apartat anterior de l'assignatura, molt disgustat pel seu comportament i per l'obsessió que mostra en fer com si no passes res, cap facilitat per seguir amb l'assignatura càrrega de feina excessiva inclús demana'n que ens saltem l'estat d'alarma i alternatives impossibles. Els exàmens d'un nivell molt molt alt i una limitació de temps també molt alta. En general disgustat.",ca,ca,ca
2019-20,A,,"Treballs on la presentacio es presencial en ple confinament/estat d’alerta.
Examens rebuscats amb molt poc temps per realitzar-los.
En aquesta situació, comprensió per a tots.
",ca,ca,ca
2019-20,A,,"El temari és bo, osigui que almenys a mi m'interessa però la manera d'avaluar i d'explicar del professor deixa molt que desitjar. ",ca,ca,ca
2019-20,P,,"És un professor que a classe explica bé, tot i que només el que hi ha a la presentació. 
Ara, a l'hora d'avaluar és un altre nivell. He arribat a la conclusió que als d'agronoms ens te mania ja que per exemple en el mateix examen del mateix temari entre forestals i agronoms, el de forestals era MOLT més fàcil que agronoms. També dir que a ells els hi va deixar més temps. 
Per altra banda, no pot ser que ens mani un treball, ens l'anuli i despres ens el torni a manar a 3 setmanes del seu lliurament com si no tinguessim més examens i treballs (algun d'ells de la seva assignatura). 
Tampoc és gaire normal que en una assignatura com aquesta hi hagi tant repetidors, i més que n'hi haurà l'any que ve si no canvia la seva manera d'avaluar en aquests temps que la situació no és fàcil per a ningu, però sembla que ens vulgui putejar ja que no ha adaptat GENS els criteris d'avaluació.
I per últim, ens mana treballs no avaluables però obligatoris en un mes que tenim tots els examens parcials que haviem de fer al març i alguns altres parcials que tocaven fer ara al maig.",ca,ca,ca
2019-20,A,,"Falta saber si els dos temes que queden de la professora Isabel, si s'evaluaran, si no, quan, com? per la resta molt bé l'assignatura",ca,ca,ca
2019-20,P,,"És molt bona professora. Es nota que és una professora que li agrada el que fa i li posa dedicació. M'agrada molt la seva forma d'explicar, i és una de les professores que més m'ha captivat. ",ca,ca,ca
2019-20,A,,"Res a millorar, sol la organització de les aules en moment importants però això es culpa de ETSEA no dels professors de la assignatura",ca,ca,ca
2019-20,P,,"S'ha adaptat molt bé a la situació d'emergencia, tot bé",ca,ca,ca
2019-20,P,,"L'únic problema alguns entrabancs en els examens, però molt bé",ca,ca,ca
2019-20,P,,"S'ha organitzat molt malament en la situació covid, perquè a dia d'avui encara ens falta saber una part de l'assignatura, però molt bé.",ca,ca,ca
2019-20,A,,"Tot el contingut vist, és interessant, a més a més s'aprofundeixen temes vist a segon curs de gran interés. ",ca,ca,ca
2019-20,P,,La seva forma d'avordar la situació de la Covid-19 ha sigut idònia i fàcil de seguir pels alumnes. ,ca,ca,ca
2019-20,P,,Porta molt bona organització i les classes són fàcils de seguir tot i ser el temari de l'assignatura una mica pesat.,ca,ca,ca
2019-20,P,,és la millor professora que he tingut mai.,ca,ca,ca
2019-20,P,,"És el professor que millor s'ha adaptat a les classes telemàtiques. La seva metodologia de grabar pantalla mentre va explicant és la solució més interactiva i aclaridora que hi veigr. A més a més, si cal, també es graba explicant en una pissarra des de casa. La meva enhorabona per adaptar-se tant bé i per ""currar-se"" el material docent. S'agraeix que ens facilitin les coses en aquesta situació.
És un gran professor.",ca,ca,ca
2019-20,P,,"Molta dedicació i preocupació pels alumnes, a més de molt bon rotllo a l'aula. Una llàstima no tenir-la en cap assignatura del curs vinent.",ca,ca,ca
2019-20,A,,És una assignatura on aprens molt i tots els professors fan que no es faci monòtona al llarg del curs.,ca,ca,ca
2019-20,P,,"És molt bon professor, ha sabut gestionar molt bé les classes online i sempre està disposat a resoldre els dubtes. ",ca,ca,ca
2019-20,P,,"És motl bona professora, explica molt bé i sempre està disposada a ajudar",ca,ca,ca
2019-20,P,,Explica molt bé i molt clarament,ca,ca,ca
2019-20,P,,"Classes molt lentes, no avancem i són molt monòtones",ca,ca,ca
2019-20,A,,Crec que les classes s'haurien de fer d'una altra manera per fer el temari més amè.,ca,ca,ca
2019-20,A,,"L'últim examen va ser un desastre, només per el fet que entraven 9 temes de teoria i es van voler fer cabre en 15 minuts, una altra vegada per a que no copiem. Una altra vegada, es vol fer encabir tot el temari en aquest mes que ens ha quedat abans del final, i a sobre s'han de fer les pràctiques a manera de treball i els dos altres treballs també... és molt injust. ",ca,ca,ca
2019-20,P,,L'examen que va fer de 9 temes en 15 minuts... ,ca,ca,ca
2019-20,A,,La coordinació amb el professor Perdo Élez i la professora substituta ha estat pèssima. ,ca,ca,ca
2019-20,P,,"Tot i no ser una experta professora, sap explicar molt bé els conceptes. ",ca,ca,ca
2019-20,A,,"La part de productes super bé, però la part de processos molt fluixa",ca,ca,ca
2019-20,P,,"Li manca una mica d'experiència, però serà bona professora, poc a poc

",ca,ca,ca
2019-20,P,,És el millor,ca,ca,ca
2019-20,A,,"La segona part de l'assignatura (processos biotecnològics), és massa repetitiva amb conceptes ja vist anteriorment i els primers temes no aporten cap aprenentatge. Proposo que es podrien fer més resumits i centrar-nos amb la part de coneixements nous.",ca,ca,ca
2019-20,P,,"La forma en que estructura la seva part de l'assignatura i les classes és molt bona: exposa la teoria juntament amb exemples que ho fan més entenedor. Aprofita els inicis de classe per fer una repàs ràpid d'alguns conceptes i al finalitzar el temari fa uns exercicis per acabar d'assolir, repassar i veure de forma aplicada casos relacionats amb la teoria.",ca,ca,ca
2019-20,A,,"L'examen el vaig trobar inadequat. Temps insuficient on només es vol que l'alumne no copii, i el temps el necessitem per a pensar bé les preguntes, ja que moltes no són teòriques tal qual, sinó que s'han de relacionar i pensar per tu mateix. Ademés, i conseqüentment amb el temps, el fet de no poder tirar endarrere, em va perjudicar pel fet que si m'encallava a una, havia de seguir endavant i passar-la perque pensava que no tindria temps per la resta.
",ca,ca,ca
2019-20,P,,Llegeix els power points i seria més interessant fer classes més dinàmiques,ca,ca,ca
2019-20,P,,"Molt bon professor, l'única queixa a l'hora de l'examen",ca,ca,ca
2019-20,P,No ha impartit classe a aquest grup,"No l'hem tingut massa en aquesta assignatura, per tant no el puc avaluar",ca,ca,ca
2019-20,P,,"Cal tenir en compte que és una professora amb poca experiència, però tot i així ho fa molt bé i està disposada a acoblar-se a nosaltres segons les nostres necessitats i facilitar-nos les coses. És molt bona persona i alguns dies després de les classes no ha tingut cap inconvenient en parlar amb nosaltres sobre què va fer a l'acabar la carrera...",ca,ca,ca
2019-20,P,,És un professor que fa que t'agradi l'assignautra i això és una gran cosa a valorar. ,ca,ca,ca
2019-20,P,,"Comentar que la Lucía ha estat realitzant correctament el feina. Tot i que la càrrega de treball que tenim (pràctiques, activitats, informes...) és molt elevada i també és més difícil ja que amb les classes online és més difícil comprendre la teoria per després poder realitzar els treballs. Ens passem moltes hores i després considero que el percentatge que compta a la nota final no és proporcional a les hores, temps i càrrega de treball. ",ca,ca,ca
2019-20,P,,"En el passat examen el temps va ser MOLT escàs, les preguntes eren llargues i de reflexionar i no et donava temps ni de llegir la pregunta. A més a nivell personal hi ha gent que està en circumstàncies especials i no permetien una mateixa concentració que quan l'examen és presencial. I per no comentar tots els problemes que hi van haver amb la connexió a internet. Tot i això, el professor va actuar bé posteriorment al examen ja que va ser comprensiu i ens va apujar un % de la nota degut a tots els problemes. ",ca,ca,ca
2019-20,P,,Un problema que segurament està associat a que és nova és que parla molt ràpid i quan els alumnes estem cansats perquè és a última hora fa que siga difícil continuar amb la classe. Però segurament es degut als nervis i a que està començant.,ca,ca,ca
2019-20,A,,"Penso que els percentatges atribuïts a les diferents parts de l'assignatura no són proporcionals a la càrrega de treball que suposen. Concretament, en la part de Productes Biotecnològics s'imparteix bastant temari, en canvi, segons el meu punt de vista, correspon a un percentatge baix de tota l'assignatura. A més, realitzem molts treballs en la part de Processos Biotecnològics que també tenen poc pes en la nota.",ca,ca,ca
